Country,Year,Livability_Score,Lower_Bound,Upper_Bound,Latest_Score
Armenia,2026,0.5873641561618181,0.5244562483036312,0.6459205846737431,0.5722414635103905
Armenia,2027,0.589776203761977,0.5059535592547816,0.6717510021245149,0.5722414635103905
Antigua and Barbuda,2023,0.6261208890419606,0.6220565929889068,0.630211761084955,0.6124772495097854
Antigua and Barbuda,2024,0.6281638009465458,0.6164602207307286,0.6387787470114308,0.6124772495097854
Antigua and Barbuda,2025,0.6302123098700476,0.6112444618087297,0.6495863180475647,0.6124772495097854
Antigua and Barbuda,2026,0.6322552217746329,0.6036887333634684,0.6635697551461096,0.6124772495097854
Antigua and Barbuda,2027,0.6342981336792181,0.5943351029752528,0.6773015795205826,0.6124772495097854
Australia,2023,0.6294034952562003,0.6244615930377921,0.6351703821426816,0.6509798159670404
Australia,2024,0.6286536800789354,0.6146461174358943,0.6450989307275904,0.6509798159670404
Australia,2025,0.6279018106135136,0.6021142498530248,0.6564417117445074,0.6509798159670404
Australia,2026,0.6271519954362486,0.5890919533323358,0.6705404718885335,0.6509798159670404
Australia,2027,0.6264021802589836,0.5733668910599781,0.6852925711403514,0.6509798159670404
Austria,2023,0.6976904692953835,0.6928328825175728,0.7022116228139159,0.7021250644917147
Austria,2024,0.6976362928898654,0.6841484696938201,0.7099110012252433,0.7021250644917147
Austria,2025,0.6975819680558392,0.6730111236864293,0.7189365617498521,0.7021250644917147
Austria,2026,0.6975277916503211,0.6628632314136972,0.7331909616991558,0.7021250644917147
Austria,2027,0.6974736152448031,0.6491735947874779,0.7468800602952579,0.7021250644917147
Azerbaijan,2023,0.6001221427386586,0.598148397231163,0.6021248575966993,0.5913527021512277
Azerbaijan,2024,0.6013984621644143,0.5961378857662442,0.6072559183651565,0.5913527021512277
Azerbaijan,2025,0.6026782783557201,0.5925916275770806,0.6130582608365535,0.5913527021512277
Azerbaijan,2026,0.6039545977814759,0.5887473317528289,0.6188802779231136,0.5913527021512277
Azerbaijan,2027,0.6052309172072314,0.5831666534922955,0.6261216599319039,0.5913527021512277
Burundi,2023,0.5732046006704987,0.5655999125318386,0.5812230963365703,0.5195202802621741
Burundi,2024,0.5821127346853866,0.5731886662136555,0.5909396724783682,0.5195202802621741
Burundi,2025,0.5910452745468906,0.5788639902786312,0.6021092928283285,0.5195202802621741
